"","distancia_centro_comercial","distancia_escuela","distancia_universidad","distancia_cesped","distancia_bosques","distancia_parque","distancia_cine","distancia_discoteca","distancia_transporte","geometry"
"26856",1256,723,20,69048,1026,12113,10,140,439,c(-74.098205, 4.635089)
"26857",18,1959,145,43687,3794,5764,13,79,1913,c(-74.077769, 4.641505)
"26858",17,1006,67,54294,3802,130,13,80,1196,c(-74.082256, 4.646269)
"26859",1109,2938,1757,27817,3794,178,13,71,615,c(-74.070122, 4.650119)
"26860",720,414,768,66100,3794,19935,13,42,618,c(-74.070066, 4.642123)
"26861",1115,414,768,66097,3794,209,13,85,621,c(-74.070862, 4.6441)
"26862",720,414,768,66102,5645,19930,82,144,621,c(-74.069, 4.644)
"26863",1840,3588,1589,41628,7232,27639,66,49,310,c(-74.070804, 4.593342)
"26864",1280,446,2242,63179,4337,15727,84,92,1091,c(-74.103, 4.599)
"26865",1152,57,1496,52212,6900,445,27,143,1783,c(-74.082326, 4.606129)
"26866",1289,3306,654,49245,4241,17503,84,115,1084,c(-74.1173648, 4.6032579)
"26867",2689,1034,2245,22369,4334,9128,9,115,1137,c(-74.110264, 4.612489)
"26868",2689,3009,2245,14523,4336,35554,84,92,1141,c(-74.103159, 4.607781)
"26869",1258,3641,20,69024,16,1052,10,107,1604,c(-74.107, 4.634)
"26870",717,2291,680,38920,7186,27570,67,88,350,c(-74.087822, 4.580076)
"26871",717,2291,1245,38920,7186,15193,67,88,350,c(-74.087897, 4.580181)
"26872",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26873",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.07648, 4.678632)
"26874",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26875",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26876",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26877",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26878",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.076479, 4.678403)
"26879",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.07648, 4.678632)
"26880",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26881",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26882",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26883",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.076479, 4.678403)
"26884",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26885",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26886",6,2734,945,11555,8088,32233,77,65,494,c(-74.074987, 4.667998)
"26887",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.07648, 4.678632)
"26888",8,502,1179,68895,8175,34486,77,65,2329,c(-74.081286, 4.682054)
"26889",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26890",17,7125,1749,19167,8090,31729,13,71,505,c(-74.07694, 4.655548)
"26891",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26892",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26893",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.07648, 4.678632)
"26894",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26895",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26896",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.07648, 4.678632)
"26897",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26898",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26899",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26900",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.07648, 4.678632)
"26901",1109,690,1751,41303,3794,28579,13,71,1203,c(-74.071617, 4.651704)
"26902",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.07648, 4.678404)
"26903",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26904",137,7306,1125,26757,8177,11573,21,2,1836,c(-74.062912, 4.672191)
"26905",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.076479, 4.678403)
"26906",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26907",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26908",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26909",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26910",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.076479, 4.678403)
"26911",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26912",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26913",6,5696,945,18662,8089,4737,47,71,1673,c(-74.076466, 4.663681)
"26914",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26915",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26916",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26917",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26918",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.07648, 4.678404)
"26919",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26920",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26921",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26922",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26923",576,1684,909,18793,8177,4175,16,64,2439,c(-74.067, 4.675)
"26924",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26925",7,2320,1173,52984,8175,34291,77,65,1849,c(-74.076479, 4.678403)
"26926",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26927",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26928",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"26929",582,1035,1173,27697,8178,29050,30,65,2310,c(-74.072393, 4.684978)
"26930",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26931",7,2320,1173,52999,8175,34291,77,65,1849,c(-74.076479, 4.678562)
"26932",1917,441,226,30765,5921,15270,85,16,536,c(-74.159, 4.59)
"26933",1897,361,1417,31492,4871,19231,86,16,1146,c(-74.164, 4.577)
"26934",20,1956,781,43663,5244,34423,13,84,1074,c(-74.0736691, 4.6376477)
"26935",290,415,1219,69234,4755,1593,79,66,134,c(-74.044, 4.719)
"26936",2680,1151,1395,18906,7838,1436,74,9,246,c(-74.0903681, 4.6870358)
"26937",1084,963,1051,17678,5415,2888,20,67,2691,c(-74.065228, 4.7197004)
"26938",37,390,1051,54177,6304,3479,20,67,405,c(-74.058, 4.725)
"26939",1855,1095,76,17842,3908,35885,45,68,2722,c(-74.0656326, 4.7420841)
"26940",328,8051,288,68546,5686,1908,29,70,2528,c(-74.0731692909, 4.7072580998)
"26941",2259,1733,1922,18922,8048,6879,74,8,186,c(-74.0997058, 4.6858956)
"26942",1489,4549,1165,996,8038,7491,19,86,1478,c(-74.121, 4.696)
"26943",608,2186,288,13889,6310,35945,29,70,94,c(-74.072092, 4.7109886)
"26944",626,3146,1145,13551,4881,973,44,55,400,c(-74.0511597295, 4.7010695343)
"26945",423,3431,1219,69237,4755,20756,79,69,134,c(-74.0419135, 4.7223363)
"26946",79,2980,156,13554,1038,5806,14,54,68,c(-74.0365088673, 4.6965162902)
"26947",1060,3438,1153,13620,4879,6223,33,54,2276,c(-74.0492892265, 4.6912973593)
"26948",445,2646,1155,13636,4898,6216,16,56,2277,c(-74.0542459488, 4.687939783)
"26949",608,2186,288,13889,6310,35945,29,70,94,c(-74.072092, 4.7109886)
"26950",636,1321,1151,16487,4885,9358,44,55,1907,c(-74.0535773674, 4.7053331817)
"26951",1272,688,210,21803,6589,653,12,98,1468,c(-74.1221756, 4.6686254)
"26952",1272,688,210,21803,6589,653,12,98,1468,c(-74.1221236, 4.6685155)
"26953",1886,728,1286,1316,16,4614,10,30,2322,c(-74.105421533, 4.6452041296)
"26954",1110,401,259,41297,8089,5021,46,71,1209,c(-74.0719330486, 4.6563260087)
"26955",1110,401,259,41297,8089,5021,46,71,1209,c(-74.0719330486, 4.6563260087)
"26956",557,3439,1150,16368,4898,8945,16,56,1861,c(-74.0537554, 4.69168)
"26957",557,3439,1150,16366,4895,8944,16,56,492,c(-74.0549171806, 4.6909142759)
"26958",294,6937,1221,16589,4755,955,20,62,134,c(-74.0500114, 4.7210469)
"26959",626,3146,1151,12792,6399,15505,29,55,401,c(-74.06, 4.704)
"26960",1931,3675,651,47232,4241,13236,84,112,1277,c(-74.1225028038, 4.6065403799)
"26961",1049,1163,72,12970,5001,6939,31,50,2018,c(-74.054246, 4.756704)
"26962",2723,587,1051,68124,6304,2801,45,68,1952,c(-74.0623297, 4.7316641)
"26963",636,6829,1145,44778,4734,3456,44,55,1914,c(-74.0513915, 4.7119468)
"26964",174,2980,156,57794,1038,5663,14,54,68,c(-74.035, 4.693)
"26965",489,519,1237,14055,4735,31016,44,53,1907,c(-74.04, 4.705)
"26966",1795,3344,1632,13762,3515,5720,14,54,66,c(-74.042, 4.69)
"26967",636,1315,1145,14043,4734,4911,44,55,1907,c(-74.0518125251, 4.7049683182)
"26968",1066,3266,1183,29342,6241,35274,80,134,122,c(-74.1604016, 4.6145417)
"26969",247,4540,1397,40412,6307,1478,79,69,406,c(-74.0424328, 4.7362948)
"26970",486,3344,156,47066,1047,969,44,53,68,c(-74.0398907661, 4.699252826)
"26971",284,556,168,15410,3568,1864,32,53,68,c(-74.028637, 4.7061121)
"26972",1060,3438,1153,13782,4880,660,44,54,2276,c(-74.0478533, 4.6919149)
"26973",2512,6991,156,15550,1047,3312,44,53,68,c(-74.0344277, 4.7016992)
"26974",2695,1155,1166,45529,8562,3390,24,87,21,c(-74.1250708, 4.7128584)
"26975",2309,5098,439,52847,6616,11302,12,101,889,c(-74.129, 4.655)
"26976",1946,5123,1284,19483,6761,12926,10,80,1364,c(-74.09, 4.652)
"26977",636,6830,1145,53875,4734,5048,44,55,1914,c(-74.05, 4.711)
"26978",1795,3438,1152,13785,4880,661,44,54,66,c(-74.0450534, 4.6918291)
"26979",486,3344,156,13561,1038,5831,44,53,68,c(-74.0375628, 4.6975185)
"26980",770,1718,189,32337,6463,2619,80,16,925,c(-74.1432755, 4.5939202)
"26981",2655,5418,1166,55031,7961,2995,19,86,20,c(-74.144, 4.713)
"26982",1421,2880,1198,25839,5102,10998,25,13,224,c(-74.084, 4.753)
"26983",2679,1151,1395,18933,7838,1438,74,9,878,c(-74.091, 4.689)
"26984",5,1009,1918,18923,6647,9012,47,103,2334,c(-74.096, 4.682)
"26985",757,7425,438,45868,5104,25472,28,107,128,c(-74.142, 4.649)
"26986",608,2186,288,13889,6310,35945,29,70,94,c(-74.072092, 4.7109886)
"26987",608,2186,288,13889,6310,35945,29,70,94,c(-74.072092, 4.7109886)
"26988",1133,7815,2296,40622,7230,10500,27,141,380,c(-74.0734268, 4.6078945)
"26989",608,2186,288,13889,6310,35945,29,70,94,c(-74.072092, 4.7109886)
"26990",20,3559,768,27721,3794,34422,13,84,1074,c(-74.0731245, 4.6404912)
"26991",98,2564,1184,24893,5105,17703,65,137,888,c(-74.1389933, 4.6196541)
"26992",638,3344,1237,14049,4735,19855,44,53,1907,c(-74.0409056246, 4.7044821516)
"26993",2523,6991,156,15550,1047,3306,44,53,68,c(-74.0345569822, 4.7003900746)
"26994",1776,3420,1221,13513,4755,20754,79,66,1939,c(-74.046841, 4.725376)
"26995",2031,6668,76,60289,6303,34600,45,68,1984,c(-74.0566432, 4.7428619)
"26996",1415,3973,420,18558,884,2197,25,13,222,c(-74.0952624, 4.7420353)
"26997",17,1006,1935,26640,6759,510,13,80,1204,c(-74.0865499, 4.6536513)
"26998",1075,7952,1697,60267,6306,32593,45,68,407,c(-74.055, 4.738)
"26999",6,1167,2021,34044,8081,5109,47,65,1671,c(-74.0816693, 4.667378)
"27000",1060,3438,1152,13790,4880,720,44,54,490,c(-74.047, 4.694)
"27001",625,2153,1145,13601,4880,11722,44,54,1903,c(-74.0493106842, 4.6969859549)
"27002",18,1706,69,3611,3802,137,13,80,1912,c(-74.0824261, 4.6437672)
"27003",636,6831,1145,27540,4734,5060,44,53,1907,c(-74.0489088, 4.7083266)
"27004",1060,3438,1152,13579,4880,3626,44,54,13,c(-74.0479159355, 4.69613053)
"27005",79,6991,1055,14088,3561,1869,14,53,68,c(-74.0317251, 4.7016788)
"27006",284,556,168,15412,3568,1864,32,53,68,c(-74.0293897243, 4.7051456624)
"27007",427,415,1219,69238,4755,1592,79,69,134,c(-74.0418256782, 4.7200265924)
"27008",179,3344,156,13556,1038,1201,14,54,68,c(-74.038, 4.695)
"27009",79,2980,156,15630,1038,5137,14,53,68,c(-74.0332372, 4.6967727)
"27010",445,2645,1153,13753,4879,716,33,54,2276,c(-74.049, 4.689)
"27011",531,7074,1219,46764,1151,21529,79,69,1955,c(-74.0386094, 4.7295381)
"27012",284,553,1241,15407,3568,1862,32,53,68,c(-74.0303404, 4.7073753)
"27013",1061,3344,1152,13811,4880,11197,14,54,66,c(-74.042, 4.694)
"27014",1027,587,1051,68110,6304,1138,45,68,1957,c(-74.0609745, 4.7333703)
"27015",281,2162,166,1865,4851,1168,32,69,874,c(-74.032117473, 4.7133161834)
"27016",293,3420,1221,13513,4755,20754,79,66,1938,c(-74.0476686, 4.7252451)
"27017",489,6991,1241,14103,3568,1860,44,53,68,c(-74.0310441, 4.703529)
"27018",1061,3344,1152,13825,4880,970,44,53,68,c(-74.0422229, 4.698931)
"27019",281,2162,166,1862,4851,3582,32,69,134,c(-74.0312862396, 4.7142225439)
"27020",1795,3344,1152,13800,4880,1492,14,54,66,c(-74.0427875257, 4.6915572612)
"27021",489,6991,1238,12687,3568,1861,44,53,68,c(-74.0322089195, 4.704385337)
"27022",529,7074,1219,49318,1151,10610,79,69,153,c(-74.0405014, 4.7269525)
"27023",489,6991,1238,4928,3566,1861,44,53,68,c(-74.0327406, 4.7034478)
"27024",489,791,1241,12687,3568,1858,44,53,68,c(-74.0318163, 4.7051913)
"27025",443,5385,166,46111,4852,2007,32,69,134,c(-74.0301896, 4.721501)
"27026",425,2162,166,15520,4755,5146,32,69,134,c(-74.035, 4.716)
"27027",1061,3344,1152,13823,4880,15511,44,54,68,c(-74.042752, 4.6971503)
"27028",295,496,170,16502,4756,3456,44,55,1914,c(-74.051031, 4.713306)
"27029",636,1315,1145,13536,4734,4911,44,55,1907,c(-74.0503802, 4.7048661)
"27030",164,683,210,9822,6589,23376,55,100,443,c(-74.1103916, 4.6640072)
"27031",11,408,155,20172,6678,16390,83,100,1446,c(-74.1089119, 4.6757792)
"27032",626,3146,1151,12792,4887,27953,29,55,401,c(-74.057571888, 4.7037223898)
"27033",179,3344,156,13556,1038,1201,14,54,68,c(-74.0379394, 4.6948494)
"27034",489,7044,1237,49777,4736,32161,44,53,1914,c(-74.0354662, 4.7083093)
"27035",626,3146,1145,13546,4881,973,44,55,400,c(-74.050496, 4.700928)
"27036",625,3344,1145,13590,4880,5576,44,53,1900,c(-74.048, 4.699)
"27037",635,6831,1145,27541,4734,5035,44,53,1907,c(-74.047, 4.707)
"27038",79,2980,156,57801,1038,5802,14,53,68,c(-74.034, 4.697)
"27039",1795,3344,1632,13762,3515,5720,14,54,66,c(-74.042, 4.69)
"27040",2405,7342,156,15550,1047,3313,44,53,68,c(-74.0351848, 4.7019023)
"27041",1109,690,1751,41303,3794,28579,13,71,1203,c(-74.071617, 4.651704)
"27042",137,3229,1125,17600,8177,11568,21,64,159,c(-74.0615901, 4.6732379)
"27043",2320,1027,114,19248,41,15173,24,87,289,c(-74.1142546, 4.7169978)
"27044",1273,6701,210,20136,6589,13195,54,100,424,c(-74.114205, 4.66485)
"27045",456,1602,178,3302,7835,29179,74,70,2606,c(-74.090373, 4.699727)
"27046",2555,408,155,20171,6678,16390,83,100,1463,c(-74.1091966, 4.6762019)
"27047",1651,7928,114,19118,7986,28804,24,14,289,c(-74.1196077, 4.7286169)
"27048",1255,728,119,5673,16,13173,10,30,1350,c(-74.101, 4.639)
"27049",467,3391,1221,29925,6304,34584,20,68,1952,c(-74.0537645, 4.7301743)
"27050",153,7537,1221,1896,6307,15967,79,66,407,c(-74.051247, 4.7371907)
"27051",1081,3442,287,17655,5415,2878,20,67,2534,c(-74.0651689, 4.7185507)
"27052",1275,2449,1184,23262,5105,861,62,107,709,c(-74.1321309, 4.6318737)
"27053",1438,5277,224,28508,6229,16918,80,16,1160,c(-74.165, 4.6)
"27054",489,556,1241,15415,3568,3578,32,53,68,c(-74.0294805918, 4.7037979349)
"27055",636,1315,1145,14020,4734,5066,44,55,1907,c(-74.05156, 4.7066652)
"27056",284,555,2211,15648,1042,1067,32,53,68,c(-74.0278726789, 4.7107437863)
"27057",781,7058,1238,15654,3568,32155,32,53,68,c(-74.0320205715, 4.7083193174)
"27058",284,554,168,15653,1042,1068,32,53,68,c(-74.0285388994, 4.7090453563)
"27059",612,1696,114,3411,43,9051,19,32,2505,c(-74.1049665213, 4.7095873121)
"27060",1775,3421,1221,13509,4755,1058,79,69,1943,c(-74.0445256233, 4.7258559306)
"27061",31,2154,473,53635,3860,3229,13,140,1315,c(-74.091146, 4.6283)
"27062",178,3344,156,13557,1038,1201,14,54,68,c(-74.0386891365, 4.6934680131)
"27063",209,7074,1219,43786,1150,14128,79,69,1964,c(-74.038, 4.731)
"27064",248,498,1184,24121,5104,17150,17,137,1713,c(-74.145, 4.628)
"27065",248,498,1184,24965,5104,10509,17,137,3,c(-74.144, 4.627)
"27066",1061,3344,156,13565,4880,5713,44,54,68,c(-74.0414033, 4.6945295)
"27067",176,3344,156,13557,3527,1980,14,54,68,c(-74.0397031, 4.6931645)
"27068",439,6572,167,15700,4851,8684,32,69,134,c(-74.0283894539, 4.7177296884)
"27069",2357,789,1238,12683,1047,3313,44,53,68,c(-74.0344409, 4.7029904)
"27070",1573,758,1286,5588,6613,16536,81,30,2324,c(-74.1067494, 4.6525516)
"27071",638,519,1237,13836,4735,31011,44,53,1907,c(-74.0408171, 4.7060469)
"27072",79,7056,156,15634,1047,5816,14,53,68,c(-74.0335863, 4.6993794)
"27073",489,6991,1241,14085,3568,1860,44,53,68,c(-74.031457901, 4.7047061176)
"27074",179,2980,156,13555,1038,5666,14,54,68,c(-74.0367387, 4.6941235)
"27075",290,415,1219,69234,4755,1593,79,66,134,c(-74.044, 4.719)
"27076",291,3431,1219,69237,4755,5811,79,69,134,c(-74.0432896, 4.7221744)
"27077",486,6991,156,15550,1047,3314,14,53,68,c(-74.0338182449, 4.7000013195)
"27078",557,3439,1150,16369,4895,8942,16,56,1861,c(-74.0550199261, 4.69247914)
"27079",1060,3344,1152,60967,4880,5730,44,54,66,c(-74.0444731215, 4.6947692179)
"27080",2246,556,1055,15387,3568,3298,14,53,68,c(-74.0283250809, 4.701904628)
"27081",486,3344,156,47066,1047,5827,44,53,68,c(-74.0363346279, 4.6997587301)
"27082",289,490,1220,13529,4755,12885,79,66,1925,c(-74.0455413, 4.7185531)
"27083",1060,3344,1152,13579,4880,3630,44,54,13,c(-74.0463924408, 4.6958525166)
"27084",179,2980,156,6673,3405,24543,14,54,68,c(-74.0367904, 4.6926356)
"27085",486,3344,156,47066,1047,5835,44,53,68,c(-74.0398107, 4.6997244)
"27086",23,917,1748,41297,8090,28576,13,71,505,c(-74.073, 4.656)
"27087",1946,5123,1284,19483,6761,12926,10,80,1364,c(-74.0897705, 4.6520437)
"27088",1977,405,210,21807,8038,3836,12,98,300,c(-74.1271684, 4.6713517)
"27089",826,196,439,23417,16,16882,62,107,1294,c(-74.1256848, 4.6342183)
"27090",1160,3601,439,23366,6614,16874,12,107,889,c(-74.129, 4.645)
"27091",152,5089,2094,10352,3508,87,26,44,660,c(-74.0689984, 4.6133388)
"27092",555,2162,166,46118,1151,31425,32,69,134,c(-74.034, 4.722)
"27093",248,3652,1184,23537,5104,16913,8,137,1688,c(-74.1376942, 4.6303361)
"27094",1060,3438,1152,13795,4880,5692,44,54,66,c(-74.046, 4.694)
"27095",2655,3222,1166,55774,7940,15119,24,87,21,c(-74.1323587063, 4.7200939104)
"27096",1958,1450,417,40381,8234,3500,84,88,777,c(-74.0959918, 4.5811361)
"27097",557,3440,1150,16330,4898,8944,16,56,492,c(-74.054, 4.69)
"27098",555,2162,166,46136,1151,31443,32,69,134,c(-74.0344338, 4.720638)
"27099",733,4658,1411,25016,5801,4816,26,57,634,c(-74.0725317, 4.6217137)
"27100",2283,756,210,53214,6616,19708,41,101,454,c(-74.1191571, 4.6580357)
"27101",420,3431,1219,6965,1151,31569,79,69,134,c(-74.0382306, 4.7238958)
"27102",289,490,170,27570,4755,12884,79,66,1925,c(-74.0460789, 4.7175126)
"27103",1049,1081,72,12970,5007,1000,31,50,2019,c(-74.0553453, 4.7558251)
"27104",163,760,210,21354,6589,16561,53,30,9,c(-74.1140506, 4.6597511)
"27105",112,4635,1335,24586,4242,9658,9,110,1286,c(-74.127, 4.617)
"27106",2478,4632,1184,24596,5108,5020,9,136,1281,c(-74.1345645, 4.617576)
"27107",2561,2980,749,6681,3527,5643,14,54,67,c(-74.038, 4.689)
"27108",445,2646,1154,17648,4899,6220,16,56,2277,c(-74.0531469022, 4.6889559547)
"27109",445,2645,1153,13753,4879,716,33,54,2276,c(-74.049, 4.689)
"27110",529,7074,1219,6962,1151,21544,79,69,153,c(-74.0375556, 4.7264188)
"27111",625,2153,1145,13600,4880,11722,44,54,13,c(-74.0496647358, 4.6965689354)
"27112",626,2153,1151,13611,4879,725,44,56,13,c(-74.0526044, 4.6958784)
"27113",423,3431,1219,69237,4755,20756,79,69,134,c(-74.0419135, 4.7223363)
"27114",529,7074,1219,6962,1151,21544,79,69,153,c(-74.0375556, 4.7264188)
"27115",529,7074,1219,6962,1151,21544,79,69,153,c(-74.0375556, 4.7264188)
"27116",529,3421,1219,6965,1151,17785,79,69,1943,c(-74.0409636497, 4.7251930039)
"27117",17,1006,1935,54081,2425,12221,13,80,1204,c(-74.083, 4.651)
"27118",1790,2162,166,15713,4852,8688,32,69,134,c(-74.0303931, 4.7185029)
"27119",2357,6991,1238,14086,3566,1861,44,53,68,c(-74.032, 4.703)
"27120",635,6830,1529,27546,4734,4914,44,53,1914,c(-74.048, 4.711)
"27121",531,7074,1219,29877,1151,21542,79,69,1962,c(-74.037, 4.729)
"27122",1795,2645,1632,13762,3516,5706,14,54,66,c(-74.043, 4.689)
"27123",489,519,1237,14061,4735,19853,44,53,68,c(-74.039, 4.705)
"27124",755,2455,439,419,16,16895,62,107,1657,c(-74.1287155, 4.6365416)
"27125",152,5093,38,28403,3474,259,26,45,909,c(-74.070919, 4.6161491)
"27126",489,6734,1237,49743,3568,32152,44,53,68,c(-74.034, 4.708)
"27127",655,1182,291,22958,4335,9041,9,107,700,c(-74.116073, 4.624423)
"27128",529,7074,1219,6962,1151,21544,79,69,153,c(-74.037601, 4.726352)
"27129",529,7074,1219,6965,1151,17788,79,69,1943,c(-74.037957, 4.725291)
"27130",2785,7501,134,67968,6267,34247,31,50,483,c(-74.028687, 4.761335)
"27131",490,1315,1145,13832,4735,4983,44,53,1907,c(-74.045819, 4.704435)
"27132",443,7180,166,29868,4826,5151,32,69,134,c(-74.030353, 4.723069)
"27133",7,2320,1173,52992,8175,34291,77,65,1849,c(-74.076496, 4.678518)
"27134",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27135",2044,2309,750,60910,3552,34854,13,57,1302,c(-74.07882, 4.626884)
"27136",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27137",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27138",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27139",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27140",7,2320,1173,52992,8175,34291,77,65,1849,c(-74.076496, 4.678518)
"27141",7,2320,1173,52992,8175,34291,77,65,1849,c(-74.076496, 4.678518)
"27142",450,1035,1173,68078,8178,8222,30,65,2310,c(-74.072785, 4.686714)
"27143",7,2320,1173,52992,8175,34291,77,65,1849,c(-74.076496, 4.678518)
"27144",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27145",7,2320,1173,53000,8175,34291,77,65,1849,c(-74.076479, 4.678632)
"27146",11,501,155,68912,6678,4682,57,106,421,c(-74.103377, 4.670884)
"27147",13,2516,1168,68899,8038,23812,83,86,1478,c(-74.1207897693, 4.6870169437)
"27148",1273,3647,210,21423,6589,600,12,101,424,c(-74.118319, 4.66435)
"27149",2145,963,1051,9012,5422,2838,20,67,2702,c(-74.0640325, 4.7243165)
"27150",1065,300,1183,685,5103,17844,17,137,1714,c(-74.1502916, 4.6212279)
"27151",284,554,168,15652,1042,1066,32,53,68,c(-74.0286589321, 4.7096009285)
"27152",284,554,168,15652,1042,1066,32,53,68,c(-74.0286589321, 4.7096009285)
"27153",2416,679,1286,49450,6613,16534,81,30,1405,c(-74.10549436, 4.6529627577)
